trial_number,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,80,80,0.6,0.4,0.6541501976284586,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,81,81,0.5111111111111111,0.08333333333333333,0.7687747035573123,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,82,82,0.4888888888888889,0.6567164179104478,0.74901185770751,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,83,83,0.6052631578947368,0.34782608695652173,0.7673130193905817,38
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,84,84,0.6363636363636364,0.6,0.7308488612836439,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,85,85,0.5227272727272727,0.6666666666666666,0.865424430641822,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,86,86,0.6818181818181818,0.631578947368421,0.8084886128364389,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,87,87,0.5111111111111111,0.65625,0.5138339920948617,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,88,88,0.4909090909090909,0.2222222222222222,0.5608465608465609,55
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,89,89,0.5333333333333333,0.0,0.7073412698412699,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,90,90,0.4666666666666667,0.52,0.44664031620553357,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,91,91,0.5681818181818182,0.6984126984126984,0.7489669421487604,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,92,92,0.5892857142857143,0.43902439024390244,0.7551282051282051,56
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,93,93,0.7111111111111111,0.6666666666666666,0.782608695652174,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,94,94,0.8181818181818182,0.8518518518518519,1.0,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,95,95,0.32142857142857145,0.4864864864864865,0.5572916666666667,28
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,96,96,0.5,0.6666666666666666,0.4943310657596372,42
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,97,97,0.5,0.0,0.5805785123966942,44
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,98,98,0.6,0.64,0.49011857707509887,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,99,99,0.4186046511627907,0.4186046511627907,0.46320346320346323,43
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,100,100,0.5277777777777778,0.6222222222222222,0.5864197530864197,36
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,101,101,0.4888888888888889,0.0,0.6383399209486166,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,102,102,0.4888888888888889,0.0,0.7233201581027667,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,103,103,0.6744186046511628,0.6111111111111112,0.7164502164502164,43
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,104,104,0.3953488372093023,0.3157894736842105,0.49242424242424243,43
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,105,105,0.5111111111111111,0.0,0.48221343873517786,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,106,106,0.6444444444444445,0.6521739130434783,0.7301587301587301,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,107,107,0.5111111111111111,0.5,0.49206349206349204,45
4,400,log_loss,3,15,10,sqrt,balanced_subsample,6,108,108,0.7777777777777778,0.7368421052631579,0.8636363636363635,45
5,200,entropy,9,20,4,,balanced_subsample,6,1,1,0.6222222222222222,0.6909090909090909,0.7549407114624507,45
5,200,entropy,9,20,4,,balanced_subsample,6,2,2,0.6888888888888889,0.5333333333333333,0.8814229249011858,45
5,200,entropy,9,20,4,,balanced_subsample,6,3,3,0.5333333333333333,0.5531914893617021,0.5,45
5,200,entropy,9,20,4,,balanced_subsample,6,4,4,0.5555555555555556,0.6875,0.7549407114624506,45
5,200,entropy,9,20,4,,balanced_subsample,6,5,5,0.4,0.49056603773584906,0.32738095238095244,45
5,200,entropy,9,20,4,,balanced_subsample,6,6,6,0.5333333333333333,0.0,0.4841269841269841,45
5,200,entropy,9,20,4,,balanced_subsample,6,7,7,0.6666666666666666,0.7457627118644068,0.9644268774703557,45
5,200,entropy,9,20,4,,balanced_subsample,6,8,8,0.6444444444444445,0.6363636363636364,0.6857707509881423,45
5,200,entropy,9,20,4,,balanced_subsample,6,9,9,0.5777777777777777,0.3448275862068966,0.6130952380952381,45
5,200,entropy,9,20,4,,balanced_subsample,6,10,10,0.6444444444444445,0.6666666666666666,0.7222222222222222,45
5,200,entropy,9,20,4,,balanced_subsample,6,11,11,0.5555555555555556,0.5238095238095238,0.6007905138339921,45
5,200,entropy,9,20,4,,balanced_subsample,6,12,12,0.5333333333333333,0.27586206896551724,0.6726190476190477,45
5,200,entropy,9,20,4,,balanced_subsample,6,13,13,0.8,0.7586206896551724,0.8562091503267975,35
5,200,entropy,9,20,4,,balanced_subsample,6,14,14,0.6666666666666666,0.7058823529411765,0.733201581027668,45
5,200,entropy,9,20,4,,balanced_subsample,6,15,15,0.5777777777777777,0.6984126984126984,0.9071146245059288,45
5,200,entropy,9,20,4,,balanced_subsample,6,16,16,0.6444444444444445,0.7037037037037037,0.6660079051383399,45
5,200,entropy,9,20,4,,balanced_subsample,6,17,17,0.5238095238095238,0.0,0.5159090909090909,42
5,200,entropy,9,20,4,,balanced_subsample,6,18,18,0.4666666666666667,0.6129032258064516,0.45553359683794464,45
5,200,entropy,9,20,4,,balanced_subsample,6,19,19,0.5777777777777777,0.6885245901639344,0.7569169960474309,45
5,200,entropy,9,20,4,,balanced_subsample,6,20,20,0.5111111111111111,0.0,0.4841897233201582,45
5,200,entropy,9,20,4,,balanced_subsample,6,21,21,0.5555555555555556,0.6296296296296297,0.7162698412698413,45
5,200,entropy,9,20,4,,balanced_subsample,6,22,22,0.6444444444444445,0.7333333333333333,0.6600790513833993,45
5,200,entropy,9,20,4,,balanced_subsample,6,23,23,0.7045454545454546,0.7547169811320755,0.8057851239669421,44
5,200,entropy,9,20,4,,balanced_subsample,6,24,24,0.5,0.3076923076923077,0.35064935064935066,18
5,200,entropy,9,20,4,,balanced_subsample,6,25,25,0.6444444444444445,0.5789473684210527,0.717391304347826,45
5,200,entropy,9,20,4,,balanced_subsample,6,26,26,0.7777777777777778,0.8076923076923077,0.7777777777777778,45
5,200,entropy,9,20,4,,balanced_subsample,6,27,27,0.4888888888888889,0.6349206349206349,0.5849802371541502,45
5,200,entropy,9,20,4,,balanced_subsample,6,28,28,0.4888888888888889,0.3783783783783784,0.5,45
5,200,entropy,9,20,4,,balanced_subsample,6,29,29,0.7777777777777778,0.8148148148148148,0.9703557312252964,45
5,200,entropy,9,20,4,,balanced_subsample,6,30,30,0.5333333333333333,0.16,0.6111111111111112,45
5,200,entropy,9,20,4,,balanced_subsample,6,31,31,0.8666666666666667,0.875,0.9782608695652173,45
5,200,entropy,9,20,4,,balanced_subsample,6,32,32,0.8409090909090909,0.8627450980392157,0.886128364389234,44
5,200,entropy,9,20,4,,balanced_subsample,6,33,33,0.7333333333333333,0.6666666666666666,0.8557312252964426,45
5,200,entropy,9,20,4,,balanced_subsample,6,34,34,0.8666666666666667,0.8846153846153846,0.9662698412698413,45
5,200,entropy,9,20,4,,balanced_subsample,6,35,35,0.6,0.35714285714285715,0.8023715415019763,45
5,200,entropy,9,20,4,,balanced_subsample,6,36,36,0.4090909090909091,0.4583333333333333,0.4111570247933884,44
5,200,entropy,9,20,4,,balanced_subsample,6,37,37,0.5111111111111111,0.0,0.5691699604743083,45
5,200,entropy,9,20,4,,balanced_subsample,6,38,38,0.5555555555555556,0.47368421052631576,0.4920948616600791,45
5,200,entropy,9,20,4,,balanced_subsample,6,39,39,0.4090909090909091,0.4090909090909091,0.39751552795031053,44
5,200,entropy,9,20,4,,balanced_subsample,6,40,40,0.4444444444444444,0.07407407407407407,0.4007936507936508,45
5,200,entropy,9,20,4,,balanced_subsample,6,41,41,0.5555555555555556,0.16666666666666666,0.7301587301587301,45
5,200,entropy,9,20,4,,balanced_subsample,6,42,42,0.8888888888888888,0.8780487804878049,0.9664031620553359,45
5,200,entropy,9,20,4,,balanced_subsample,6,43,43,0.6444444444444445,0.4666666666666667,0.7806324110671936,45
5,200,entropy,9,20,4,,balanced_subsample,6,44,44,0.5862068965517241,0.5,0.7095238095238094,29
5,200,entropy,9,20,4,,balanced_subsample,6,45,45,0.5333333333333333,0.08695652173913043,0.6324110671936759,45
5,200,entropy,9,20,4,,balanced_subsample,6,46,46,0.4888888888888889,0.3783783783783784,0.5434782608695652,45
5,200,entropy,9,20,4,,balanced_subsample,6,47,47,0.6,0.64,0.5753968253968254,45
5,200,entropy,9,20,4,,balanced_subsample,6,48,48,0.7647058823529411,0.75,0.8571428571428571,17
5,200,entropy,9,20,4,,balanced_subsample,6,49,49,0.7777777777777778,0.75,0.8814229249011858,45
5,200,entropy,9,20,4,,balanced_subsample,6,50,50,0.5333333333333333,0.08695652173913043,0.6561264822134387,45
5,200,entropy,9,20,4,,balanced_subsample,6,51,51,0.5555555555555556,0.09090909090909091,0.4117063492063493,45
5,200,entropy,9,20,4,,balanced_subsample,6,52,52,0.7317073170731707,0.6206896551724138,0.8421052631578948,41
5,200,entropy,9,20,4,,balanced_subsample,6,53,53,0.5813953488372093,0.4375,0.6017316017316017,43
5,200,entropy,9,20,4,,balanced_subsample,6,54,54,0.5897435897435898,0.6521739130434783,0.8179347826086956,39
5,200,entropy,9,20,4,,balanced_subsample,6,55,55,0.8444444444444444,0.8108108108108109,0.966403162055336,45
5,200,entropy,9,20,4,,balanced_subsample,6,56,56,0.8181818181818182,0.8,0.9049586776859504,44
5,200,entropy,9,20,4,,balanced_subsample,6,57,57,0.6222222222222222,0.5853658536585366,0.6845238095238095,45
5,200,entropy,9,20,4,,balanced_subsample,6,58,58,0.5111111111111111,0.45,0.5813492063492064,45
5,200,entropy,9,20,4,,balanced_subsample,6,59,59,0.5111111111111111,0.08333333333333333,0.4067460317460317,45
5,200,entropy,9,20,4,,balanced_subsample,6,60,60,0.7954545454545454,0.8,0.8966942148760331,44
5,200,entropy,9,20,4,,balanced_subsample,6,61,61,0.7209302325581395,0.6842105263157895,0.8614718614718615,43
5,200,entropy,9,20,4,,balanced_subsample,6,62,62,0.8888888888888888,0.8837209302325582,0.9604743083003953,45
5,200,entropy,9,20,4,,balanced_subsample,6,63,63,0.5813953488372093,0.3076923076923077,0.538961038961039,43
5,200,entropy,9,20,4,,balanced_subsample,6,64,64,0.6888888888888889,0.7307692307692307,0.7154150197628458,45
5,200,entropy,9,20,4,,balanced_subsample,6,65,65,0.6888888888888889,0.6111111111111112,0.7341269841269841,45
5,200,entropy,9,20,4,,balanced_subsample,6,66,66,0.37777777777777777,0.44,0.4644268774703557,45
5,200,entropy,9,20,4,,balanced_subsample,6,67,67,0.5555555555555556,0.3333333333333333,0.6126482213438735,45
5,200,entropy,9,20,4,,balanced_subsample,6,68,68,0.4666666666666667,0.0,0.5889328063241106,45
5,200,entropy,9,20,4,,balanced_subsample,6,69,69,0.5333333333333333,0.46153846153846156,0.5972222222222222,45
5,200,entropy,9,20,4,,balanced_subsample,6,70,70,0.7111111111111111,0.6666666666666666,0.7272727272727274,45
5,200,entropy,9,20,4,,balanced_subsample,6,71,71,0.6222222222222222,0.41379310344827586,0.9011857707509882,45
5,200,entropy,9,20,4,,balanced_subsample,6,72,72,0.8,0.7906976744186046,0.9229249011857708,45
5,200,entropy,9,20,4,,balanced_subsample,6,73,73,0.6,0.5263157894736842,0.7351778656126482,45
5,200,entropy,9,20,4,,balanced_subsample,6,74,74,0.5777777777777777,0.3870967741935484,0.5138888888888888,45
5,200,entropy,9,20,4,,balanced_subsample,6,75,75,0.7317073170731707,0.7555555555555555,0.830952380952381,41
5,200,entropy,9,20,4,,balanced_subsample,6,76,76,0.5777777777777777,0.6984126984126984,0.6778656126482213,45
5,200,entropy,9,20,4,,balanced_subsample,6,77,77,0.4888888888888889,0.5490196078431373,0.5079365079365079,45
5,200,entropy,9,20,4,,balanced_subsample,6,78,78,0.5111111111111111,0.5769230769230769,0.6363636363636364,45
5,200,entropy,9,20,4,,balanced_subsample,6,79,79,0.625,0.4827586206896552,0.6325000000000001,40
5,200,entropy,9,20,4,,balanced_subsample,6,80,80,0.5111111111111111,0.0,0.6185770750988143,45
5,200,entropy,9,20,4,,balanced_subsample,6,81,81,0.4888888888888889,0.0,0.7608695652173912,45
5,200,entropy,9,20,4,,balanced_subsample,6,82,82,0.5555555555555556,0.6774193548387096,0.7272727272727273,45
5,200,entropy,9,20,4,,balanced_subsample,6,83,83,0.5526315789473685,0.19047619047619047,0.778393351800554,38
5,200,entropy,9,20,4,,balanced_subsample,6,84,84,0.7045454545454546,0.7111111111111111,0.7204968944099379,44
5,200,entropy,9,20,4,,balanced_subsample,6,85,85,0.5909090909090909,0.6896551724137931,0.8840579710144928,44
5,200,entropy,9,20,4,,balanced_subsample,6,86,86,0.75,0.7027027027027027,0.7929606625258799,44
5,200,entropy,9,20,4,,balanced_subsample,6,87,87,0.5555555555555556,0.6153846153846154,0.5612648221343874,45
5,200,entropy,9,20,4,,balanced_subsample,6,88,88,0.4909090909090909,0.17647058823529413,0.44312169312169314,55
5,200,entropy,9,20,4,,balanced_subsample,6,89,89,0.5111111111111111,0.56,0.6309523809523809,45
5,200,entropy,9,20,4,,balanced_subsample,6,90,90,0.5333333333333333,0.5333333333333333,0.4545454545454546,45
5,200,entropy,9,20,4,,balanced_subsample,6,91,91,0.5681818181818182,0.6779661016949152,0.7417355371900827,44
5,200,entropy,9,20,4,,balanced_subsample,6,92,92,0.6071428571428571,0.5,0.6923076923076923,56
5,200,entropy,9,20,4,,balanced_subsample,6,93,93,0.8222222222222222,0.8,0.8636363636363636,45
5,200,entropy,9,20,4,,balanced_subsample,6,94,94,0.8409090909090909,0.8679245283018868,0.979296066252588,44
5,200,entropy,9,20,4,,balanced_subsample,6,95,95,0.32142857142857145,0.4864864864864865,0.47916666666666663,28
5,200,entropy,9,20,4,,balanced_subsample,6,96,96,0.5238095238095238,0.6774193548387096,0.5079365079365079,42
5,200,entropy,9,20,4,,balanced_subsample,6,97,97,0.5,0.0,0.5764462809917356,44
5,200,entropy,9,20,4,,balanced_subsample,6,98,98,0.5777777777777777,0.6545454545454545,0.5731225296442688,45
5,200,entropy,9,20,4,,balanced_subsample,6,99,99,0.5348837209302325,0.4117647058823529,0.5476190476190477,43
5,200,entropy,9,20,4,,balanced_subsample,6,100,100,0.5,0.5714285714285714,0.5709876543209876,36
5,200,entropy,9,20,4,,balanced_subsample,6,101,101,0.4888888888888889,0.0,0.6363636363636365,45
5,200,entropy,9,20,4,,balanced_subsample,6,102,102,0.6,0.4,0.782608695652174,45
5,200,entropy,9,20,4,,balanced_subsample,6,103,103,0.627906976744186,0.6,0.6839826839826839,43
5,200,entropy,9,20,4,,balanced_subsample,6,104,104,0.5348837209302325,0.6,0.5,43
5,200,entropy,9,20,4,,balanced_subsample,6,105,105,0.5111111111111111,0.35294117647058826,0.5059288537549407,45
5,200,entropy,9,20,4,,balanced_subsample,6,106,106,0.6444444444444445,0.5789473684210527,0.7182539682539683,45
5,200,entropy,9,20,4,,balanced_subsample,6,107,107,0.5111111111111111,0.56,0.5198412698412698,45
5,200,entropy,9,20,4,,balanced_subsample,6,108,108,0.8,0.7692307692307693,0.8557312252964427,45
6,400,entropy,4,20,4,,balanced,6,1,1,0.6222222222222222,0.711864406779661,0.7450592885375494,45
6,400,entropy,4,20,4,,balanced,6,2,2,0.6888888888888889,0.5625,0.8379446640316206,45
6,400,entropy,4,20,4,,balanced,6,3,3,0.4666666666666667,0.6,0.46047430830039526,45
6,400,entropy,4,20,4,,balanced,6,4,4,0.5111111111111111,0.6666666666666666,0.724308300395257,45
6,400,entropy,4,20,4,,balanced,6,5,5,0.4,0.49056603773584906,0.3323412698412698,45
6,400,entropy,4,20,4,,balanced,6,6,6,0.5555555555555556,0.16666666666666666,0.5079365079365079,45
6,400,entropy,4,20,4,,balanced,6,7,7,0.5555555555555556,0.6875,0.9308300395256917,45
6,400,entropy,4,20,4,,balanced,6,8,8,0.6666666666666666,0.7169811320754716,0.6966403162055336,45
6,400,entropy,4,20,4,,balanced,6,9,9,0.5555555555555556,0.23076923076923078,0.5972222222222222,45
6,400,entropy,4,20,4,,balanced,6,10,10,0.6444444444444445,0.6190476190476191,0.6984126984126984,45
6,400,entropy,4,20,4,,balanced,6,11,11,0.6,0.47058823529411764,0.5889328063241106,45
6,400,entropy,4,20,4,,balanced,6,12,12,0.4888888888888889,0.14814814814814814,0.6656746031746033,45
6,400,entropy,4,20,4,,balanced,6,13,13,0.8571428571428571,0.8387096774193549,0.8921568627450981,35
6,400,entropy,4,20,4,,balanced,6,14,14,0.6,0.6785714285714286,0.7272727272727273,45
6,400,entropy,4,20,4,,balanced,6,15,15,0.6444444444444445,0.7333333333333333,0.8952569169960474,45
6,400,entropy,4,20,4,,balanced,6,16,16,0.5555555555555556,0.47368421052631576,0.5503952569169961,45
6,400,entropy,4,20,4,,balanced,6,17,17,0.5238095238095238,0.0,0.6090909090909091,42
6,400,entropy,4,20,4,,balanced,6,18,18,0.4222222222222222,0.5806451612903226,0.33695652173913043,45
6,400,entropy,4,20,4,,balanced,6,19,19,0.6888888888888889,0.72,0.7667984189723319,45
6,400,entropy,4,20,4,,balanced,6,20,20,0.5111111111111111,0.0,0.5296442687747036,45
6,400,entropy,4,20,4,,balanced,6,21,21,0.5333333333333333,0.631578947368421,0.7142857142857143,45
6,400,entropy,4,20,4,,balanced,6,22,22,0.6666666666666666,0.7272727272727273,0.6798418972332017,45
6,400,entropy,4,20,4,,balanced,6,23,23,0.6590909090909091,0.7368421052631579,0.8264462809917357,44
6,400,entropy,4,20,4,,balanced,6,24,24,0.5,0.3076923076923077,0.35064935064935066,18
6,400,entropy,4,20,4,,balanced,6,25,25,0.6,0.5714285714285714,0.6136363636363636,45
6,400,entropy,4,20,4,,balanced,6,26,26,0.6888888888888889,0.7407407407407407,0.685515873015873,45
6,400,entropy,4,20,4,,balanced,6,27,27,0.5111111111111111,0.6206896551724138,0.6067193675889329,45
6,400,entropy,4,20,4,,balanced,6,28,28,0.4,0.18181818181818182,0.49604743083003955,45
6,400,entropy,4,20,4,,balanced,6,29,29,0.6888888888888889,0.7586206896551724,0.8754940711462451,45
6,400,entropy,4,20,4,,balanced,6,30,30,0.5111111111111111,0.15384615384615385,0.5357142857142857,45
6,400,entropy,4,20,4,,balanced,6,31,31,0.8666666666666667,0.875,0.9723320158102766,45
6,400,entropy,4,20,4,,balanced,6,32,32,0.8409090909090909,0.8571428571428571,0.8881987577639752,44
6,400,entropy,4,20,4,,balanced,6,33,33,0.7111111111111111,0.6486486486486487,0.8339920948616601,45
6,400,entropy,4,20,4,,balanced,6,34,34,0.8444444444444444,0.8727272727272727,0.9732142857142857,45
6,400,entropy,4,20,4,,balanced,6,35,35,0.6,0.35714285714285715,0.758893280632411,45
6,400,entropy,4,20,4,,balanced,6,36,36,0.4318181818181818,0.4897959183673469,0.45041322314049587,44
6,400,entropy,4,20,4,,balanced,6,37,37,0.5111111111111111,0.0,0.5395256916996047,45
6,400,entropy,4,20,4,,balanced,6,38,38,0.5777777777777777,0.4864864864864865,0.5375494071146245,45
6,400,entropy,4,20,4,,balanced,6,39,39,0.5,0.26666666666666666,0.40993788819875776,44
6,400,entropy,4,20,4,,balanced,6,40,40,0.4666666666666667,0.07692307692307693,0.46825396825396826,45
6,400,entropy,4,20,4,,balanced,6,41,41,0.5333333333333333,0.0,0.7718253968253967,45
6,400,entropy,4,20,4,,balanced,6,42,42,0.8666666666666667,0.8636363636363636,0.9347826086956522,45
6,400,entropy,4,20,4,,balanced,6,43,43,0.6666666666666666,0.4827586206896552,0.8774703557312253,45
6,400,entropy,4,20,4,,balanced,6,44,44,0.6206896551724138,0.56,0.7428571428571429,29
6,400,entropy,4,20,4,,balanced,6,45,45,0.5111111111111111,0.08333333333333333,0.7786561264822135,45
6,400,entropy,4,20,4,,balanced,6,46,46,0.6444444444444445,0.6363636363636364,0.6136363636363635,45
6,400,entropy,4,20,4,,balanced,6,47,47,0.6,0.625,0.6359126984126985,45
6,400,entropy,4,20,4,,balanced,6,48,48,0.8235294117647058,0.8235294117647058,0.8285714285714286,17
6,400,entropy,4,20,4,,balanced,6,49,49,0.7777777777777778,0.75,0.907114624505929,45
6,400,entropy,4,20,4,,balanced,6,50,50,0.5111111111111111,0.0,0.6679841897233202,45
6,400,entropy,4,20,4,,balanced,6,51,51,0.4666666666666667,0.6363636363636364,0.43353174603174605,45
6,400,entropy,4,20,4,,balanced,6,52,52,0.7073170731707317,0.5384615384615384,0.8229665071770335,41
6,400,entropy,4,20,4,,balanced,6,53,53,0.5348837209302325,0.2857142857142857,0.6190476190476191,43
6,400,entropy,4,20,4,,balanced,6,54,54,0.6410256410256411,0.6818181818181818,0.8097826086956522,39
6,400,entropy,4,20,4,,balanced,6,55,55,0.7555555555555555,0.7924528301886793,0.7677865612648221,45
6,400,entropy,4,20,4,,balanced,6,56,56,0.6818181818181818,0.75,0.9049586776859504,44
6,400,entropy,4,20,4,,balanced,6,57,57,0.6222222222222222,0.6046511627906976,0.6587301587301587,45
6,400,entropy,4,20,4,,balanced,6,58,58,0.5333333333333333,0.5882352941176471,0.6160714285714286,45
6,400,entropy,4,20,4,,balanced,6,59,59,0.5111111111111111,0.15384615384615385,0.4464285714285714,45
6,400,entropy,4,20,4,,balanced,6,60,60,0.7954545454545454,0.8,0.8987603305785125,44
6,400,entropy,4,20,4,,balanced,6,61,61,0.7906976744186046,0.7906976744186046,0.8571428571428572,43
6,400,entropy,4,20,4,,balanced,6,62,62,0.7777777777777778,0.7916666666666666,0.8893280632411067,45
6,400,entropy,4,20,4,,balanced,6,63,63,0.4883720930232558,0.0,0.49458874458874463,43
6,400,entropy,4,20,4,,balanced,6,64,64,0.5555555555555556,0.4444444444444444,0.592885375494071,45
6,400,entropy,4,20,4,,balanced,6,65,65,0.6888888888888889,0.6111111111111112,0.7569444444444444,45
6,400,entropy,4,20,4,,balanced,6,66,66,0.4666666666666667,0.5714285714285714,0.5335968379446641,45
6,400,entropy,4,20,4,,balanced,6,67,67,0.5333333333333333,0.2222222222222222,0.6324110671936759,45
6,400,entropy,4,20,4,,balanced,6,68,68,0.5111111111111111,0.08333333333333333,0.699604743083004,45
6,400,entropy,4,20,4,,balanced,6,69,69,0.4666666666666667,0.4782608695652174,0.5248015873015873,45
6,400,entropy,4,20,4,,balanced,6,70,70,0.7333333333333333,0.7142857142857143,0.7984189723320158,45
6,400,entropy,4,20,4,,balanced,6,71,71,0.6666666666666666,0.5161290322580645,0.9268774703557313,45
6,400,entropy,4,20,4,,balanced,6,72,72,0.7333333333333333,0.7391304347826086,0.8824110671936758,45
6,400,entropy,4,20,4,,balanced,6,73,73,0.4888888888888889,0.6461538461538462,0.6640316205533597,45
6,400,entropy,4,20,4,,balanced,6,74,74,0.4444444444444444,0.576271186440678,0.49007936507936506,45
6,400,entropy,4,20,4,,balanced,6,75,75,0.6585365853658537,0.5,0.8952380952380952,41
6,400,entropy,4,20,4,,balanced,6,76,76,0.5111111111111111,0.6333333333333333,0.5503952569169961,45
6,400,entropy,4,20,4,,balanced,6,77,77,0.6,0.625,0.5595238095238095,45
6,400,entropy,4,20,4,,balanced,6,78,78,0.5333333333333333,0.631578947368421,0.5701581027667985,45
6,400,entropy,4,20,4,,balanced,6,79,79,0.65,0.5625,0.625,40
6,400,entropy,4,20,4,,balanced,6,80,80,0.5777777777777777,0.24,0.5790513833992095,45
6,400,entropy,4,20,4,,balanced,6,81,81,0.4888888888888889,0.0,0.83300395256917,45
6,400,entropy,4,20,4,,balanced,6,82,82,0.5111111111111111,0.65625,0.7480237154150198,45
6,400,entropy,4,20,4,,balanced,6,83,83,0.5789473684210527,0.2727272727272727,0.775623268698061,38
6,400,entropy,4,20,4,,balanced,6,84,84,0.6818181818181818,0.6111111111111112,0.7018633540372671,44
6,400,entropy,4,20,4,,balanced,6,85,85,0.6136363636363636,0.711864406779661,0.8840579710144928,44
6,400,entropy,4,20,4,,balanced,6,86,86,0.7045454545454546,0.6976744186046512,0.8115942028985507,44
6,400,entropy,4,20,4,,balanced,6,87,87,0.5111111111111111,0.5769230769230769,0.49999999999999994,45
6,400,entropy,4,20,4,,balanced,6,88,88,0.45454545454545453,0.0625,0.5158730158730158,55
6,400,entropy,4,20,4,,balanced,6,89,89,0.5111111111111111,0.65625,0.5178571428571428,45
6,400,entropy,4,20,4,,balanced,6,90,90,0.4666666666666667,0.42857142857142855,0.4565217391304348,45
6,400,entropy,4,20,4,,balanced,6,91,91,0.6818181818181818,0.7407407407407407,0.7272727272727272,44
6,400,entropy,4,20,4,,balanced,6,92,92,0.5892857142857143,0.43902439024390244,0.7384615384615385,56
6,400,entropy,4,20,4,,balanced,6,93,93,0.7555555555555555,0.7555555555555555,0.8389328063241106,45
6,400,entropy,4,20,4,,balanced,6,94,94,0.7954545454545454,0.8363636363636363,0.9917184265010353,44
6,400,entropy,4,20,4,,balanced,6,95,95,0.5357142857142857,0.5185185185185185,0.5625,28
6,400,entropy,4,20,4,,balanced,6,96,96,0.47619047619047616,0.6071428571428571,0.5736961451247165,42
6,400,entropy,4,20,4,,balanced,6,97,97,0.5,0.0,0.5681818181818181,44
6,400,entropy,4,20,4,,balanced,6,98,98,0.6,0.6538461538461539,0.5385375494071146,45
6,400,entropy,4,20,4,,balanced,6,99,99,0.3953488372093023,0.4090909090909091,0.41125541125541126,43
6,400,entropy,4,20,4,,balanced,6,100,100,0.5277777777777778,0.48484848484848486,0.5925925925925927,36
6,400,entropy,4,20,4,,balanced,6,101,101,0.4888888888888889,0.0,0.6739130434782609,45
6,400,entropy,4,20,4,,balanced,6,102,102,0.4888888888888889,0.0,0.7183794466403162,45
6,400,entropy,4,20,4,,balanced,6,103,103,0.5813953488372093,0.47058823529411764,0.7251082251082251,43
6,400,entropy,4,20,4,,balanced,6,104,104,0.5348837209302325,0.6153846153846154,0.5248917748917749,43
6,400,entropy,4,20,4,,balanced,6,105,105,0.5777777777777777,0.42424242424242425,0.5434782608695652,45
6,400,entropy,4,20,4,,balanced,6,106,106,0.6222222222222222,0.5853658536585366,0.6686507936507936,45
6,400,entropy,4,20,4,,balanced,6,107,107,0.4666666666666667,0.52,0.46924603174603174,45
6,400,entropy,4,20,4,,balanced,6,108,108,0.8222222222222222,0.7894736842105263,0.8814229249011858,45
7,300,log_loss,5,15,2,,balanced_subsample,6,1,1,0.6,0.6896551724137931,0.7272727272727273,45
7,300,log_loss,5,15,2,,balanced_subsample,6,2,2,0.7333333333333333,0.6470588235294118,0.8715415019762845,45
7,300,log_loss,5,15,2,,balanced_subsample,6,3,3,0.4,0.5423728813559322,0.4683794466403162,45
7,300,log_loss,5,15,2,,balanced_subsample,6,4,4,0.5111111111111111,0.21428571428571427,0.7658102766798419,45
7,300,log_loss,5,15,2,,balanced_subsample,6,5,5,0.4222222222222222,0.4090909090909091,0.36309523809523814,45
7,300,log_loss,5,15,2,,balanced_subsample,6,6,6,0.5111111111111111,0.0,0.5257936507936508,45
7,300,log_loss,5,15,2,,balanced_subsample,6,7,7,0.6,0.7096774193548387,0.9525691699604744,45
7,300,log_loss,5,15,2,,balanced_subsample,6,8,8,0.6222222222222222,0.48484848484848486,0.6709486166007904,45
7,300,log_loss,5,15,2,,balanced_subsample,6,9,9,0.5777777777777777,0.3870967741935484,0.5753968253968255,45
